brand,discount,mall,new_price,number_reviews,price,product,shop,tag
Dell,-7%,Non-Mall,"₫9,300,000",3 Ratings,"₫10,000,000",[Trả góp 0%]Laptop máy trạm Dell Precision M4700 Core i7-3740QM / 8gb Ram / 128gb SSD / VGA Quadro K1000M / 15.6 Full HD,KHOA DUC COMPUTER,Gaming Laptops
OEM,,Non-Mall,"₫5,099,000",2 Ratings,,Máy tính Microsoft surface 3,H2_mobile,Traditional Laptops
Lenovo,,Non-Mall,"₫15,890,000",No Ratings,,Lenovo IdeaPad 5 14IIL05 i5-1035G1/ RAM 8GB / SSD 256GB / Intel UHD Graphics/ 14 inch,No.1 Computer,Traditional Laptops
Dell,,Mall,"₫31,990,000",No Ratings,,"Laptop Dell G3 15 i7 10750H/16GB/512GB/6GB GTX1660Ti/15.6""F/Win10/(P89F002BWH)/Trắng",Thế Giới Di Động Official,Gaming Laptops
HP,,Non-Mall,"₫13,590,000",No Ratings,,[Cực Phẩm] Laptop HP EliteBook X360 1030 G2 Core i5 7200U/ Ram 8Gb/ Màn hình IPS 13.3 icnh cảm ứng lật xoay 360 .,Việt Thanh OneShop,Traditional Laptops
Samsung,-26%,Non-Mall,"₫3,699,000",No Ratings,"₫4,990,000","Laptop mini Hp , Asus , Acer , Dell , Lenovo , tổng hợp ,  Hơn 1 Triệu ship cod toàn việt Nam",Ntech Electronic,Traditional Laptops
HP,-13%,Mall,"₫15,690,000",No Ratings,"₫17,990,000",[VOUCHER 1 TRIỆU]Laptop HP Pavilion 15-eg0541TU (4P5G8PA) i3-1125G4 | 4GB | 512GB | Intel UHD Graphics | 15.6' FHD | Win 11,HCH HP,Traditional Laptops
No Brand,,Non-Mall,"₫1,500,000",7 Ratings,,laptop core 2 giá rẻ phục vụ học online văn phòng giải trí...,h2luan LPC,Traditional Laptops
HP,-14%,Mall,"₫14,590,000",No Ratings,"₫16,990,000",[VOUCHER 1 TRIỆU]Laptop HP Pavilion 15-eg0513TU (46M12PA) i3-1125G4 | 4GB | 256GB | Intel UHD Graphics | 15.6' FHD | Win 10,HCH HP,Traditional Laptops
Dell,,Non-Mall,"₫16,700,000",No Ratings,,[HCM]Laptop Dell  XPS 15 9550  i7-6700HQ Màn 156  inch 4k  (3840x2160) [ BẢO HÀNH 3 - 12 THÁNG ],Kho Macbook,Traditional Laptops
Dell,,Non-Mall,"₫8,899,000",No Ratings,,Laptop Dell Latitude E6520 i7  Ram 8GB SSD 128GB chơi game + lập trình + đồ họa ổn tặng kèm tay chơi game.,Siêu thị Điện tử Nhập Khẩu,Traditional Laptops
Dell,-21%,Non-Mall,"₫11,900,000",No Ratings,"₫15,000,000","Laptop máy trạm Dell Precision Workstation M4800 Core i7-4800QM, 8gb Ram, 256gb SSD, VGA Quadro K1100M, 15.6inch Full HD",KHOA TUNG COMPUTER,Gaming Laptops
Dell,,Non-Mall,"₫10,000,000",6 Ratings,,[Trả góp 0%]Laptop máy trạm workstation Dell Precision M6600 Core i7-2720QM 8gb Ram 128gb SSD vga Quadro Q3000M màn 17.3inch Full HD,KHOA DUC COMPUTER,Gaming Laptops
Thinkpad,,Non-Mall,"₫9,500,000",No Ratings,,ThinkPad T470 Core i7-7600u l i5-7300u l Ram 8G l SSD 256G l Màn 14' FHD [BẢO HÀNH 3 - 12 THÁNG] Hàng Chuẩn Mới 99%,Kho Macbook,Traditional Laptops
HP,,Non-Mall,"₫11,500,000",No Ratings,,[HCM][Trả góp 0%]Laptop Hp Workstation 8770W/  i7 3630QM/ 16G/ SSD128+500G/ Vga Quadro K3000M/ Máy Trạm/ 17in/ Giá rẻ,Minh Mẫn Laptop,Traditional Laptops
Dell,,Non-Mall,"₫16,000,000",No Ratings,,Dell Precision 7510 i7-6820HQ l RAM 16GB l SSD 256GB l VGA M1000/M2000 l FHD [ HÀNG NGUYÊN ZIN SHIP US ],Kho Macbook,Traditional Laptops
Dell,-9%,Non-Mall,"₫6,850,000",1 Ratings,"₫7,500,000","Laptop máy trạm Dell Precision M4600 Core i7-2720QM, 8gb Ram, 256gb SSD,VGA Quadro 1000M, 15.6inch HD",KHOA TUNG COMPUTER,Gaming Laptops
HP,-12%,Non-Mall,"₫4,950,000",1 Ratings,"₫5,600,000",LAPTOP HP 8440P i5/4G/320G HDD Card rời,Bách Hoá Công Nghệ-Laptop,Traditional Laptops
Fujitsu,,Non-Mall,"₫2,988,000",No Ratings,,Laptop Fujitsu A572 màn 15.6 inch - Core i3 2370M có SSD,TheLinhStore,Traditional Laptops
No Brand,-0.1%,Non-Mall,"₫7,990,000",No Ratings,"₫8,000,000","Laptop HP ProBook 450 G3 Core i5-6300U, 4gb Ram, 128gb SSD, 15.6inch HD tặng túi, chuột không dây",KHOA TUNG COMPUTER,Traditional Laptops
